function                                                                                                                                                         #calls  time     memory  time     memory
Wikibase\DataModel\Claim\Claim->getMainSnak                                                                                                                        2004  0.0560        0  0.0560        0
Wikibase\DataModel\Claim\Claim->getQualifiers                                                                                                                      1432  0.0400        0  0.0400        0
Wikibase\DataModel\HashArray->offsetSet                                                                                                                             122  0.0902    32232  0.0046        0
DataValues\LatLongValue->getLongitude                                                                                                                                33  0.0009        0  0.0009        0
Wikibase\EntityRevision->getEntity                                                                                                                                  311  0.0089        0  0.0089        0
Language->getMonthAbbreviation                                                                                                                                       12  0.0643     5568  0.0005        0
Wikibase\DataModel\Claim\Claim::newFromArray                                                                                                                        566  1.8164  1445880  0.0134        0
Wikibase\ItemContent->getRedirectTarget                                                                                                                              31  0.0010        0  0.0010        0
Wikibase\ItemContent->getItem                                                                                                                                        16  0.0011        0  0.0006        0
Wikibase\Lib\HtmlTimeFormatter->__construct                                                                                                                           1  0.0003       96  0.0001        0
OutputPage->getJsConfigVars                                                                                                                                           2  0.0001        0  0.0001        0
Wikibase\Lib\MessageSnakFormatter->getFormat                                                                                                                          4  0.0001        0  0.0001        0
Wikibase\Lib\EntityIdHtmlLinkFormatter->__construct                                                                                                                   1  0.0009      336  0.0000        0
Wikibase\Hook\MakeGlobalVariablesScriptHandler->handle                                                                                                                1  0.0003       48  0.0001        0
Title->getInterwiki                                                                                                                                                  13  0.0003        0  0.0003        0
Article->getPage                                                                                                                                                      4  0.0001        0  0.0001        0
Article->getTitle                                                                                                                                                    19  0.0012        0  0.0007        0
Wikibase\Lib\PropertyValueSnakFormatter->getFormat                                                                                                                    2  0.0001        0  0.0001        0
Wikibase\SqlStore->getEntityInfoBuilderFactory                                                                                                                        2  0.0021    16968  0.0001        0
Wikibase\Lib\Serializers\SerializationOptions->setLanguageFallbackChainFactory                                                                                        1  0.0002      168  0.0000        0
Wikibase\LanguageWithConversion::validateLanguageCode                                                                                                               829  0.1553    59784  0.0443        0
Wikibase\ItemContent->getEntity                                                                                                                                      14  0.0016        0  0.0006        0
DataValues\DecimalValue->getArrayValue                                                                                                                               36  0.0010        0  0.0010        0
Wikibase\DataModel\Reference->getSnaks                                                                                                                              104  0.0030        0  0.0030        0
CodeEditorHooks::onMakeGlobalVariablesScript                                                                                                                          1  0.0016       48  0.0000        0
DataValues\DataValueObject->getArrayValue                                                                                                                            96  0.0060        0  0.0034        0
DataValues\StringValue->getValue                                                                                                                                    129  0.0036        0  0.0036        0
CacheTime->containsOldMagic                                                                                                                                          15  0.0004        0  0.0004        0
min                                                                                                                                                                 297  0.0067        0  0.0067        0
ParserOptions->getMaxPPExpandDepth                                                                                                                                 1178  0.0319        0  0.0319        0
DOMXPath->__construct                                                                                                                                               292  0.0108        0  0.0108        0
defined                                                                                                                                                            1382  0.0353        0  0.0353        0
wfGetDB                                                                                                                                                             322  0.2660  2603024  0.0148        0
ParserOptions->getMaxPPNodeCount                                                                                                                                   1178  0.0331        0  0.0331        0
Parser->preprocessToDom                                                                                                                                             346  0.8480   302472  0.0174        0
ParserOptions->getMaxGeneratedPPNodeCount                                                                                                                           346  0.0097        0  0.0097        0
User->__toString                                                                                                                                                      1  0.0002        0  0.0001        0
getenv                                                                                                                                                                1  0.0000        0  0.0000        0
file_exists                                                                                                                                                         869  0.0231        0  0.0231        0
Message->setContext                                                                                                                                                  54  0.0094     2448  0.0034        0
ContextSource->getContext                                                                                                                                           279  0.0084        0  0.0084        0
Title->getFragment                                                                                                                                                    1  0.0000        0  0.0000        0
Message->__toString                                                                                                                                                   3  0.0748     7616  0.0001        0
Parser->getFunctionLang                                                                                                                                             575  0.0567        0  0.0203        0
Parser->getTargetLanguage                                                                                                                                           664  0.0420        0  0.0240        0
Message->title                                                                                                                                                       54  0.0014        0  0.0014        0
ParserOptions->getTimestamp                                                                                                                                           7  0.0007      144  0.0002        0
ParserOptions->getTargetLanguage                                                                                                                                    664  0.0180        0  0.0180        0
Block->fromMaster                                                                                                                                                     1  0.0001       48  0.0001        0
wfTimestampNow                                                                                                                                                        4  0.0021      576  0.0002        0
Parser::getRandomString                                                                                                                                             318  0.0882    27984  0.0120        0
MagicWord->getSynonyms                                                                                                                                              183  0.0050        0  0.0050        0
function_exists                                                                                                                                                     878  0.0207        0  0.0207        0
MagicWord->isCaseSensitive                                                                                                                                          183  0.0048        0  0.0048        0
Language->lc                                                                                                                                                        407  0.0635    32576  0.0207        0
ParserOptions->setUserLang                                                                                                                                          580  0.0697    27840  0.0254        0
Wikibase\Client\WikibaseClient->getSettings                                                                                                                           3  0.0001        0  0.0001        0
MagicWord::getSubstIDs                                                                                                                                                1  0.0000        0  0.0000        0
Block->isHardblock                                                                                                                                                    1  0.0003       96  0.0001        0
MWMemcached->incr                                                                                                                                                     5  0.0046      544  0.0003        0
DatabaseBase->isOpen                                                                                                                                                551  0.0150        0  0.0150        0
Language->getMessage                                                                                                                                               1188  0.3923    41712  0.0442        0
microtime                                                                                                                                                             5  0.0001        0  0.0001        0
strspn                                                                                                                                                              966  0.0222        0  0.0222        0
PPDStack->getAccum                                                                                                                                                 1506  0.0407        0  0.0407        0
ParserOptions->getMaxIncludeSize                                                                                                                                    610  0.0171        0  0.0171        0
version_compare                                                                                                                                                      40  0.0010        0  0.0010        0
Parser->getStripList                                                                                                                                                346  0.0095        0  0.0095        0
is_array                                                                                                                                                          47529  1.0874        0  1.0874        0
StripState->unstripType                                                                                                                                             665  0.0387        0  0.0236        0
Title->checkCascadingSourcesRestrictions                                                                                                                             13  0.0004        0  0.0004        0
QuickTemplate->getSkin                                                                                                                                               19  0.0005        0  0.0005        0
Skin->afterContentHook                                                                                                                                                1  0.0003       80  0.0000        0
Title::fixUrlQueryArgs                                                                                                                                              462  0.0355     8080  0.0173        0
Title->checkUserBlock                                                                                                                                                11  0.0003        0  0.0003        0
strtotime                                                                                                                                                             1  0.0000        0  0.0000        0
extension_loaded                                                                                                                                                      4  0.0001        0  0.0001        0
is_readable                                                                                                                                                         489  0.0129        0  0.0129        0
Wikibase\Repo\View\TermBoxView->msg                                                                                                                                  15  0.0044    31896  0.0007        0
Title->isTalkPage                                                                                                                                                    32  0.0032     1536  0.0014        0
MobileContext->parseMobileUrlTemplate                                                                                                                                 1  0.0001       48  0.0001        0
Wikibase\EntityViewPlaceholderExpander->getEntityIdFromString                                                                                                         1  0.0007      624  0.0001        0
DatabaseBase->fieldNameWithAlias                                                                                                                                   1638  0.0671        0  0.0671        0
Title::getTitleFormatter                                                                                                                                            678  0.0876    32544  0.0245        0
ParserOutput->setEditSectionTokens                                                                                                                                    2  0.0002       96  0.0001        0
Article->showNamespaceHeader                                                                                                                                          1  0.0002       48  0.0000        0
array_key_exists                                                                                                                                                  25926  0.6350        0  0.6350        0
is_numeric                                                                                                                                                         4248  0.0996        0  0.0996        0
ContextSource->getRequest                                                                                                                                            34  0.0038        0  0.0017        0
ContextSource->getUser                                                                                                                                               37  0.0039        0  0.0017        0
IP::combineHostAndPort                                                                                                                                                1  0.0001        0  0.0000        0
Html::hidden                                                                                                                                                          1  0.0015      128  0.0000        0
Html::input                                                                                                                                                           1  0.0014      128  0.0000        0
strpos                                                                                                                                                             5875  0.1380        0  0.1380        0
BaseTemplate->renderAfterPortlet                                                                                                                                      2  0.0026    12664  0.0001        0
StripState->unstripBoth                                                                                                                                             290  0.0469        0  0.0132        0
Wikibase\ClientHooks::onBaseTemplateToolbox                                                                                                                           1  0.0002       48  0.0001        0
substr_count                                                                                                                                                        744  0.0175        0  0.0175        0
Wikibase\EntityHandler->makeParserOptions                                                                                                                             3  0.0056   245912  0.0002        0
QuickTemplate->get                                                                                                                                                    5  0.0001        0  0.0001        0
Wikibase\Repo\Content\EntityContentFactory->getPermissionStatusForEntity                                                                                              1  0.0318  1413696  0.0001        0
WikiPage->getTouched                                                                                                                                                  8  0.0002        0  0.0002        0
ContextSource->getConfig                                                                                                                                             24  0.0026        0  0.0012        0
Title->quickUserCan                                                                                                                                                  10  0.0269      480  0.0004        0
BaseTemplate->getMsg                                                                                                                                                 12  0.0087    25488  0.0005        0
User->getStubThreshold                                                                                                                                               91  0.0245     4368  0.0034        0
OutputPage->isPrintable                                                                                                                                              15  0.0004        0  0.0004        0
Status->isOK                                                                                                                                                          2  0.0001        0  0.0001        0
OutputPage->getCategories                                                                                                                                             1  0.0000        0  0.0000        0
Wikibase\Repo\WikibaseRepo->getSnakFormatterFactory                                                                                                                   1  0.0360   426480  0.0001        0
Wikibase\DataModel\Deserializers\ReferenceDeserializer->assertCanDeserialize                                                                                         26  0.0034     1248  0.0010        0
Wikibase\DataModel\Entity\Entity->getMultilangTexts                                                                                                                 312  0.0192        0  0.0119        0
Wikibase\DataModel\Snak\SnakList->addSnak                                                                                                                           186  0.2639    56304  0.0071        0
Wikibase\DataModel\Entity\Entity->getDescriptions                                                                                                                     6  0.0006        0  0.0002        0
Wikibase\DataModel\Claim\Statement->getReferences                                                                                                                  1698  0.0481        0  0.0481        0
ob_get_level                                                                                                                                                          1  0.0000        0  0.0000        0
Wikibase\Lib\Serializers\SerializationOptions->getLanguageFallbackChains                                                                                              3  0.0003        0  0.0001        0
Wikibase\DataModel\Entity\EntityIdValue->serialize                                                                                                                  862  0.1743    68960  0.0472        0
Wikibase\Lib\Serializers\SerializationOptions->shouldIndexTags                                                                                                      565  0.0552        0  0.0208        0
Wikibase\LanguageWithConversion->getFetchLanguageCode                                                                                                              1098  0.0317        0  0.0317        0
Wikibase\Lib\Store\Sql\SqlEntityInfoBuilder->getPageInfo                                                                                                              3  0.2569   277752  0.0005        0
Wikibase\ClientHooks::onSidebarBeforeOutput                                                                                                                           1  0.0013      656  0.0001        0
strcmp                                                                                                                                                              132  0.0030        0  0.0030        0
Wikibase\Lib\Serializers\DescriptionSerializer->getSerialized                                                                                                         1  0.0014     2736  0.0001        0
User->getUserPage                                                                                                                                                    11  0.0057    49336  0.0006        0
Wikibase\LanguageWithConversion->getSourceLanguageCode                                                                                                              207  0.0058        0  0.0058        0
ResourceLoaderFileModule->isRaw                                                                                                                                      13  0.0004        0  0.0004        0
mysqli->select_db                                                                                                                                                     1  0.0002        0  0.0002        0
Wikibase\LanguageWithConversion->translate                                                                                                                          207  0.0060        0  0.0060        0
Wikibase\LanguageWithConversion->getLanguageCode                                                                                                                    207  0.0059        0  0.0059        0
Wikibase\Lib\Serializers\AliasSerializer->__construct                                                                                                                 1  0.0001       48  0.0000        0
ResourceLoaderFileModule->getGroup                                                                                                                                   26  0.0007        0  0.0007        0
Wikibase\DataModel\Snak\SnakObject->getPropertyId                                                                                                                  3836  0.1078        0  0.1078        0
Title->isContentPage                                                                                                                                                  1  0.0001       48  0.0000        0
FormatJson::encode                                                                                                                                                   16  0.0194   271592  0.0009        0
Wikibase\Lib\Serializers\SnakSerializer->__construct                                                                                                                  1  0.0001       48  0.0000        0
Wikibase\DataModel\Entity\EntityId->getPrefixedId                                                                                                                   878  0.0248        0  0.0248        0
ArrayObject->offsetGet                                                                                                                                              200  0.0054        0  0.0054        0
Skin->getRelevantUser                                                                                                                                                 2  0.0008       96  0.0001        0
Wikibase\Lib\Store\Sql\SqlEntityInfoBuilder->getEntityInfo                                                                                                            2  0.0001        0  0.0001        0
OutputPage->isArticleRelated                                                                                                                                          2  0.0001        0  0.0001        0
Wikibase\DataModel\HashArray->append                                                                                                                                314  0.2669    93360  0.0124        0
OutputPage->getSyndicationLinks                                                                                                                                       1  0.0000        0  0.0000        0
Wikibase\DataModel\Snak\PropertyValueSnak->serialize                                                                                                               1215  0.3876   340688  0.0559        0
Wikibase\Lib\Serializers\SerializerFactory->newSerializerForEntity                                                                                                    1  0.0096   325896  0.0000        0
Wikibase\ParserOutputJsConfigBuilder->getEntitySerializer                                                                                                             1  0.0097   325896  0.0000        0
OutputPage->getModuleStyles                                                                                                                                           1  0.0001     1424  0.0000        0
Wikibase\Lib\Serializers\ItemSerializer->__construct                                                                                                                  1  0.0016    25672  0.0000        0
WebRequest->getQueryValues                                                                                                                                            2  0.0001        0  0.0001        0
OutputPage->feedLink                                                                                                                                                  1  0.0019      216  0.0000        0
Wikibase\Lib\Serializers\ClaimSerializer->__construct                                                                                                                 1  0.0001       48  0.0000        0
WebRequest->appendQueryValue                                                                                                                                          1  0.0003       80  0.0000        0
DataValues\DecimalValue->getValue                                                                                                                                   108  0.0030        0  0.0030        0
Wikibase\DataModel\Entity\Entity->getLabels                                                                                                                         306  0.0304        0  0.0116        0
OutputPage->forceHideNewSectionLink                                                                                                                                   1  0.0000        0  0.0000        0
Title->inNamespace                                                                                                                                                    1  0.0001       48  0.0000        0
in_array                                                                                                                                                          13247  0.3096        0  0.3096        0
Wikibase\DataModel\Deserializers\SnakDeserializer->deserializeDataValue                                                                                             692  1.1013  1002392  0.0270        0
is_integer                                                                                                                                                         1149  0.0266        0  0.0266        0
Wikibase\DataModel\Snak\PropertyValueSnak->__construct                                                                                                             1038  0.1449    49824  0.0408        0
Wikibase\Lib\Serializers\ReferenceSerializer->__construct                                                                                                           283  0.0194    13584  0.0109        0
OutputPage->showNewSectionLink                                                                                                                                        1  0.0000        0  0.0000        0
Wikibase\DataModel\Deserializers\SnakDeserializer->getDeserialized                                                                                                  694  1.8864  1757664  0.0278        0
ParserOutput->getEditSectionTokens                                                                                                                                    1  0.0000        0  0.0000        0
Wikibase\DataModel\Entity\EntityIdValue->getEntityId                                                                                                               1196  0.0332        0  0.0332        0
Wikibase\Lib\Serializers\SiteLinkSerializer->sortSiteLinks                                                                                                            1  0.0001        0  0.0000        0
Wikibase\DataModel\SiteLink->getPageName                                                                                                                             29  0.0008        0  0.0008        0
func_num_args                                                                                                                                                         7  0.0001        0  0.0001        0
intval                                                                                                                                                             3960  0.0920        0  0.0920        0
Html::inlineStyle                                                                                                                                                     1  0.0006      256  0.0001        0
DataValues\StringValue->serialize                                                                                                                                   125  0.0035        0  0.0035        0
Wikibase\DataModel\Snak\PropertyValueSnak->getDataValue                                                                                                            1731  0.0485        0  0.0485        0
DataValues\Deserializers\DataValueDeserializer->getDeserialization                                                                                                 1038  1.2065  1327176  0.0595        0
Wikibase\DataModel\Claim\Statement->getRank                                                                                                                         566  0.0163        0  0.0163        0
wfRestoreWarnings                                                                                                                                                  2240  0.2142   107432  0.0738        0
Wikibase\Lib\Serializers\ByPropertyListSerializer->__construct                                                                                                      297  0.0204    14256  0.0115        0
Wikibase\DataModel\Claim\Claim->getPropertyId                                                                                                                       283  0.0278        0  0.0124        0
Wikibase\DataModel\Claim\Claims->addClaim                                                                                                                           566  0.2576   112208  0.0312        0
mysqli_result->data_seek                                                                                                                                             19  0.0005        0  0.0005        0
DatabaseMysqlBase->dataSeek                                                                                                                                          19  0.0019      912  0.0007        0
Wikibase\OutputPageJsConfigBuilder->getCopyrightMessage                                                                                                               1  0.0232     3032  0.0000        0
Html::linkedStyle                                                                                                                                                     3  0.0042      912  0.0001        0
Wikibase\Lib\Serializers\LabelSerializer->getSerialized                                                                                                               1  0.0016     3240  0.0001        0
Wikibase\Lib\Serializers\ClaimsSerializer->__construct                                                                                                                1  0.0001       48  0.0000        0
Title->hasSubjectNamespace                                                                                                                                            2  0.0005       96  0.0001        0
User->isWatched                                                                                                                                                       2  0.0008        0  0.0001        0
Wikibase\Lib\Serializers\SerializerObject->getOptions                                                                                                              1019  0.0284        0  0.0284        0
Wikibase\DataModel\Deserializers\ClaimDeserializer->setRankFromSerialization                                                                                        566  0.0970    27168  0.0326        0
Wikibase\DataModel\Deserializers\ClaimDeserializer->setGuidFromSerialization                                                                                        566  0.1171    27168  0.0329        0
MWNamespace::isMovable                                                                                                                                                1  0.0011       48  0.0000        0
Wikibase\DataModel\Claim\Claim->getGuid                                                                                                                            1415  0.0399        0  0.0399        0
DatabaseBase->tableNameWithAlias                                                                                                                                    782  0.3543    64608  0.0314        0
DBAccessBase->getConnection                                                                                                                                         233  0.1391    11184  0.0119        0
Title->wasLocalInterwiki                                                                                                                                              1  0.0000        0  0.0000        0
Wikibase\DataModel\Claim\Claims->getClaimKey                                                                                                                        849  0.1404    95088  0.0400        0
ChronologyProtector->shutdown                                                                                                                                         1  0.0001       48  0.0000       -8
WebRequest->setSessionData                                                                                                                                            2  0.0001       -8  0.0001       -8
StringUtils::delimiterReplaceCallback                                                                                                                                 1  0.0003       80  0.0001      -16
Wikibase\Repo\Specials\SpecialModifyEntity->__construct                                                                                                              32  0.0698   403328  0.0025      -16
Skin->subPageSubtitle                                                                                                                                                 1  0.0006       80  0.0001      -16
SkinVector->initPage                                                                                                                                                  1  0.0212    71120  0.0001      -24
SkinVector->addToBodyAttributes                                                                                                                                       1  0.0001       72  0.0000      -24
ParserOutput->addModules                                                                                                                                              1  0.0001      448  0.0000      -24
DatabaseMysqli->doQuery                                                                                                                                             550  0.3257  1113296  0.0290      -24
MagicWordArray->matchStartToEnd                                                                                                                                       8  0.0250    90728  0.0004      -32
wfIniGetBool                                                                                                                                                          2  0.0002       96  0.0001      -32
MWOAuthUtils::isCentralWiki                                                                                                                                           1  0.0001       48  0.0000      -32
WebRequest->getRequestURL                                                                                                                                             1  0.0001       88  0.0001      -32
Language->getFormattedNsText                                                                                                                                          1  0.0002       80  0.0000      -32
Html::htmlHeader                                                                                                                                                      1  0.0014      128  0.0001      -32
Sanitizer::normalizeWhitespace                                                                                                                                        1  0.0001       80  0.0000      -32
MemcachedPhpBagOStuff->__construct                                                                                                                                    1  0.0026   348944  0.0001      -32
ResourceLoaderModule->getFlip                                                                                                                                         1  0.0012      208  0.0000      -32
is_dir                                                                                                                                                                8  0.0002      -40  0.0002      -40
Skin->escapeSearchLink                                                                                                                                                1  0.0027      192  0.0000      -40
call_user_func:{/Library/WebServer/Documents/php-master/extensions/Wikidata/extensions/ValueView/src/experts/resources.php:159}                                       1  0.0001    24576  0.0000      -48
WikidataOrg\Hooks::onBeforePageDisplay                                                                                                                                1  0.0014      352  0.0001      -48
Title->getSubpageText                                                                                                                                                 1  0.0001        0  0.0000      -48
call_user_func:{/Library/WebServer/Documents/php-master/extensions/Wikidata/extensions/Wikibase/lib/includes/formatters/OutputFormatValueFormatterFactory.php:61}     1  0.0036     7512  0.0000      -48
ValueFormatters\DecimalFormatter->__construct                                                                                                                         5  0.0017      848  0.0003      -48
call_user_func:{/Library/WebServer/Documents/php-master/extensions/Wikidata/extensions/Wikibase/repo/resources/Resources.php:169}                                     1  0.0002    25288  0.0000      -48
Wikibase\ClientHooks::onSkinTemplateOutputPageBeforeExec                                                                                                              1  0.0005       48  0.0001      -48
ResourceLoader::inDebugMode                                                                                                                                          21  0.0010        0  0.0007      -48
